month,campus,source,source_spend_pct_month,allocated_spend,target_leads,target_bookings,target_appointments,target_demos,target_enrollments
May 26,Hyderabad-MNR,Meta,0.6,518364.0,1402.632,7.0132,58.443,23.3772,7.0132
May 26,Gurugram-KRMangalam,Google,0.4,197472.0,356.224,2.6717,22.264,8.9056,2.6717
May 26,Gurugram-KRMangalam,Meta,0.6,296208.0,801.504,4.0075,33.396,13.3584,4.0075
May 26,Jalandhar-LPU,Google,0.4,217219.2,391.8464,2.9388,24.4904,9.7962,2.9388
May 26,Jalandhar-LPU,Meta,0.6,325828.8,881.6544,4.4083,36.7356,14.6942,4.4083
May 26,Dehradun-DBS,Google,0.4,59241.6,106.8672,0.8015,6.6792,2.6717,0.8015
May 26,Dehradun-DBS,Meta,0.6,88862.4,240.4512,1.2023,10.0188,4.0075,1.2023
May 26,Hyderabad-SMRU,Google,0.4,227092.8,409.6576,3.0724,25.6036,10.2414,3.0724
May 26,Hyderabad-SMRU,Meta,0.6,340639.2,921.7296,4.6086,38.4054,15.3622,4.6086
May 26,Bengaluru-GHAcademy,Google,0.4,138230.4,249.3568,1.8702,15.5848,6.2339,1.8702
May 26,Bengaluru-GHAcademy,Meta,0.6,207345.6,561.0528,2.8053,23.3772,9.3509,2.8053
May 26,Mysuru-BIMS,Google,0.4,98736.0,178.112,1.3358,11.132,4.4528,1.3358
May 26,Mysuru-BIMS,Meta,0.6,148104.0,400.752,2.0038,16.698,6.6792,2.0038
May 26,Hubli-SCNursing,Google,0.4,98736.0,178.112,1.3358,11.132,4.4528,1.3358
May 26,Hubli-SCNursing,Meta,0.6,148104.0,400.752,2.0038,16.698,6.6792,2.0038
May 26,Mumbai-SkillTech,Google,0.4,148104.0,267.168,2.0038,16.698,6.6792,2.0038
May 26,Mumbai-SkillTech,Meta,0.6,222156.0,601.128,3.0056,25.047,10.0188,3.0056
May 26,Dehradun-MayaDevi,Google,0.4,177724.8,320.6016,2.4045,20.0376,8.015,2.4045
May 26,Dehradun-MayaDevi,Meta,0.6,266587.2,721.3536,3.6068,30.0564,12.0226,3.6068
May 26,Kopargaon-Sanjivani,Google,0.4,217219.2,391.8464,2.9388,24.4904,9.7962,2.9388
May 26,Kopargaon-Sanjivani,Meta,0.6,325828.8,881.6544,4.4083,36.7356,14.6942,4.4083
May 26,Mathura-Sanskriti,Google,0.4,236966.4,427.4688,3.206,26.7168,10.6867,3.206
May 26,Mathura-Sanskriti,Meta,0.6,355449.6,961.8048,4.809,40.0752,16.0301,4.809
May 26,Mohali-Saraswati,Google,0.4,246840.0,445.28,3.3396,27.83,11.132,3.3396
May 26,Mohali-Saraswati,Meta,0.6,370260.0,1001.88,5.0094,41.745,16.698,5.0094
May 26,St. Peters-Chennai,Google,0.4,157977.6,284.9792,2.1373,17.8112,7.1245,2.1373
May 26,St. Peters-Chennai,Meta,0.6,236966.4,641.2032,3.206,26.7168,10.6867,3.206
May 26,St. Peters-Bangalore,Google,0.4,148104.0,267.168,2.0038,16.698,6.6792,2.0038
